"","","","","","","","","","","","","","","","","","","","","","1"
"1",-0.845331700094669,-0.305941580697351,-0.511887225537999,1.01260267259397,1.07949752863173,-0.254600862560193,-2.16833152718738,-0.306246790524798,3.43583232173954,0.440906997297162,-1.13871758763164,-1.06260697534312,-0.677823775998062,1.45248836440192,1.00569150203001,1.00389586238641,1.00216278124544,1.00056375301339,0.99915097094299,0.99795442834538,3.27883148460893
"2",-0.841853537616861,-0.305941580697351,-0.480807552771112,0.689367743788784,0.829358631289173,-0.224192978608545,-2.80937003186628,1.39999467682511,3.41207714362064,0.537999801056557,-1.17128200432879,-1.23048568110928,-0.719104226732639,1.52566223930269,1.02724125568252,1.04647654683733,1.06525533544881,1.08365270517308,1.10172595084173,1.11950922636392,3.29787619447036
"3",-0.931503000920242,-0.305941580697351,-0.617748898536091,0.696729926884628,1.24387822517376,-0.254600862560193,1.55207869230338,2.19260197876512,3.18996913524646,0.507553380311029,-1.45883845098297,-1.38715528769255,-0.690445129095903,1.55864577332518,1.04830540604351,1.08707649771612,1.12380703731688,1.15852257255924,1.19123448510155,1.2219323037737,3.02113894406234
"4",-0.897945573551512,-0.305941580697351,-0.536765344375554,0.896323918219774,1.41383774567103,-0.224192978608545,3.19025328127509,0.446150198244869,3.12453777012647,0.490346970557525,-1.53394683574816,-1.58298864200265,-0.666658138430485,1.59191529174671,1.06887392771823,1.12561843070875,1.17756715947323,1.2246035502734,1.26661255681475,1.3034711733232,2.90463398822579
"5",-0.848904145042953,-0.305941580697351,-0.51105039288682,0.936876767305136,1.36972611439693,-0.224192978608545,1.31098053978501,-0.46049671455504,3.0763198086329,0.53452320525559,-1.5329992253316,-1.23663939202642,-0.685512184643579,1.60383130837333,1.08893703120436,1.16202897905518,1.22630549282137,1.28139272217436,1.32696412245388,1.36273068234758,2.87947989701534
"6",-0.86863960000238,-0.305941580697351,-0.498743838935978,0.92151690087712,1.20625359849879,-0.224192978608545,1.15513385091595,-0.445071722152016,3.07720616821918,0.380876073532598,-1.47989849130878,-0.959327607058717,-0.69064542564316,1.63334246444437,1.10848516755125,1.1962388332072,1.26981333233548,1.32845788837372,1.37157176343113,1.3986968842176,2.89168759278084
"7",-0.774921650915102,-0.305941580697351,-0.484872235713304,0.932238273423244,0.990885045807578,-0.224192978608545,1.27262476240277,-0.46049671455504,3.15225902944947,0.464717084618868,-1.43305587246499,-0.755553879514581,-0.688964074545248,1.65858432149843,1.12750903290471,1.22818287276306,1.3079043707673,1.36544085453798,1.39990521428515,1.41075438724754,3.00737304740253
"8",-0.835191223025724,-0.305941580697351,-0.503137553435209,0.67379113696967,0.979707437882919,-0.214057017291329,-1.18756591420026,-0.46049671455504,3.15439244654431,0.364588641990813,-1.47530883876178,-1.10379702478353,-0.681175849992273,1.67738292100116,1.14599957293518,1.25780029042789,1.34041549644242,1.3920601579637,1.41162766611821,1.3986968842176,2.94813144762148
"9",-0.923309464485373,-0.296236022474424,-0.589220812629311,0.934978367409118,1.34322206703476,-0.224192978608545,0.663112120540055,-0.445071722152016,3.12926849717324,0.525959702881054,-1.47411424415746,-1.59424145001257,-0.700624783825783,1.7203222869152,1.16394798714705,1.28503470776383,1.3672074917295,1.40811320967863,1.4065997703525,1.36273068234758,2.82723481041725
"10",-0.877047392427035,-0.140947090907605,-0.531647439536995,0.953688135704809,1.04852671524559,-0.224192978608545,-2.06165076954332,-0.132715625990776,3.14317726367012,0.49962938982184,-1.5041570185332,-1.5472531536548,-0.708477660331691,1.71357782150453,1.18134573306722,1.30983428250956,1.38816562919156,1.41347783626614,1.38488129521179,1.3034711733232,2.8156753564611
"11",-0.915847904030493,0.00463628243628885,-0.575838145305854,0.815333094945188,1.20073964458952,-0.254600862560193,-2.76462674777492,1.52675647336791,3.09487820868161,0.472596237834132,-1.46943175836831,-1.49493346964337,-0.727783743780456,1.68676678409463,1.1981845303109,1.33215180726505,1.40320016286641,1.40811320967864,1.34673041523721,1.2219323037737,2.77721249392878
"12",-0.89772761164703,0.101691864665551,-0.551620073252359,0.948448003135511,1.29707166288664,-0.224192978608545,-0.49678081724655,2.14632700155604,3.14445131549821,0.435298973679638,-1.47193634379041,-1.10110562950759,-0.702592191334182,1.72585131862995,1.21445636452259,1.35194479935348,1.41224671257272,1.3920601579637,1.29260064228293,1.11950922636392,2.86804891736077
"13",-0.939820427195294,0.350801192387324,-0.516647991531195,0.938658699696807,1.29707166288664,-0.224192978608545,-0.563273794422773,2.14632700155604,3.08624369124607,0.410495609257378,-1.50402552779854,-1.16510793555541,-0.701903938304777,1.72966444395047,1.23015349119048,1.36917558168945,1.4152665395958,1.36544085453798,1.22313543447405,0.99795442834538,2.7984369173646
"14",-0.869189816103512,0.544912356845849,-0.541317039318283,0.969561111201553,1.29707166288664,-0.234328939925761,-0.0455529171353637,2.14632700155604,3.06968196017566,0.526655487448985,-1.51646450674948,-1.27848576179656,-0.700329207323754,1.7556517219501,1.24526843933244,1.38381135449944,1.41224671257272,1.32845788837372,1.13916054721163,0.859347746013542,2.77029740488052
"15",-0.822312783977614,0.674319799818198,-0.505121493636405,1.00325079059432,1.30096386564612,-0.214057017291329,0.440141790231615,2.14632700155604,3.08709400182612,0.407911521116301,-1.53610832727682,-1.17821897987924,-0.698138000188712,1.76807910511867,1.25979401505177,1.39582425775808,1.40320016286641,1.28139272217436,1.04167421715108,0.706060778132132,2.79316897874461
"16",-0.962222554876655,0.824755952273556,-0.574514146711199,0.866412173039815,1.43163067257151,-0.230274555398875,0.516819298120471,2.30057692558629,3.05154364085208,0.582786326138259,-1.47839381837872,-1.11166655092405,-0.6892647147774,1.79472589473183,1.27372330496113,1.40519142422123,1.38816562919156,1.2246035502734,0.931835295840056,0.540716307220778,2.79015809035538
"17",-0.916559520194317,1.02371989584354,-0.531464999376747,0.99578900251814,1.66293872227773,-0.234328939925761,2.32667102931098,2.03526705625427,3.0611265625481,0.488477788206608,-1.42370235185536,-1.17536535156618,-0.681440686538091,1.79162773040891,1.28704967947293,1.41189502295515,1.3672074917295,1.15852257255924,0.810949474075153,0.366143423018921,2.78998958894186
"18",-0.849165699328332,1.19518475778191,-0.533047917492032,1.10961288842596,1.66293872227773,-0.224192978608545,2.91035935124884,0.661671482764968,2.9218332418084,0.397173641381057,-1.47325298355777,-1.6197533309174,-0.685568116812424,1.83036908366538,1.29976679595465,1.41592229327863,1.34041549644242,1.08365270517308,0.680453760732947,0.185329115976001,2.54992795379763
"19",-0.843519190026394,1.34400331720011,-0.457019410285176,1.19043680993122,1.25782528506189,-0.224192978608545,-2.26945295484054,-0.268786094688882,2.94283405493931,0.541266963375537,-1.54947906598945,-0.992539236460251,-0.691853762254144,1.79099220952216,1.31186860174762,1.41726556905371,1.3079043707673,1.00056375301339,0.541899400580525,0.00136716901672126,2.62187912253705
"20",-0.83278777616842,1.33429775897718,-0.479563295655261,0.996695496457653,0.886444271761541,-0.224192978608545,-2.71632600833933,1.15719936371212,2.92553923374362,0.910569812468046,-1.49529195794403,-1.10867794162694,-0.708705497654196,1.80197764199318,1.3233493370477,1.41592229327863,1.26981333233548,0.909888073176574,0.396933434127023,-0.182594777942559,2.66932473314675
"21",-0.891897120893838,1.33429775897718,-0.52937784453011,0.748844945162372,1.10918442058813,-0.244464901242977,-0.3430786420561,2.18488948256361,2.8342690007715,1.1220958200832,-1.44166540618872,-1.48660364063632,-0.69891989856208,1.7851293055669,1.33420353764669,1.41189502295515,1.22630549282137,0.812315762337673,0.247279118720191,-0.363409084985478,2.61720812359219
"22",-0.931620687794057,1.33429775897718,-0.577845751579029,0.920571577466772,1.5344960312149,-0.224192978608545,0.395985395134231,2.40855187240746,2.80229565967488,1.04207281581323,-1.3152672944232,-1.72284745609753,-0.683215584879318,1.77509376897813,1.34442603753295,1.40519142422123,1.17756715947323,0.70858940469794,0.0947154436287259,-0.537981969187336,2.49929226094799
"23",-0.919583253384345,1.34400331720011,-0.549180318567987,1.04946744648924,1.64736991123981,-0.224192978608545,1.3830820251526,2.40855187240746,2.81455364936149,0.787817784651927,-1.1460697577417,-1.70980056697298,-0.688813546804703,1.80141362724918,1.35401197135021,1.39582425775808,1.12380703731688,0.599498420470701,-0.0589440173787656,-0.70332644009869,2.47731963358052
"24",-0.896867545753667,1.34400331720011,-0.516054593134677,1.06585342992636,1.64736991123981,-0.193785094656896,1.47233644797432,2.01058706840943,2.78167910949403,0.759795971673191,-1.17251134166038,-1.60420357039755,-0.686538062472159,1.79979172949258,1.36295677671312,1.38381135449944,1.06525533544881,0.485873057916863,-0.211872664571945,-0.8566134079801,2.46351296782799
"25",-0.903239933459343,1.34400331720011,-0.524142694972265,1.10938865655445,1.5158134579694,-0.224192978608545,1.90273297103497,0.852831650759373,2.77154048027236,0.706758123229373,-1.21596878474947,-1.19099725658065,-0.667501636504118,1.76584540599402,1.37125619637879,1.36917558168945,1.00216278124544,0.36857807465433,-0.362252585640743,-0.995220090311938,2.50487426327686
"26",-0.855592452801497,1.33429775897718,-0.482861242220922,1.13402383439127,1.16251265320178,-0.254600862560193,1.17964694172415,-0.37180300823765,2.7446145061278,0.664231072471716,-1.42846980826481,-0.561054691139186,-0.676728366965997,1.77446866646657,1.37890628027294,1.35194479935348,0.934799546710004,0.248506156330377,-0.508296165807186,-1.11677488833047,2.56393229918941
"27",-0.808624806018932,1.32459220075426,-0.517229508840043,0.901255321872561,1.00385905500584,-0.254600862560193,-3.18439085299889,0.880665555486964,2.62585848787336,0.675448482082142,-1.47794902411145,-1.52520243514187,-0.702185427756497,1.77439240396016,1.38590338736999,1.33215180726505,0.863454091554584,0.126571122744855,-0.648267337780653,-1.21919796574025,2.28837154792262
"28",-0.920084275563948,1.33429775897718,-0.603832314477219,0.872779651959822,1.45211107280592,-0.224192978608545,-1.35792930751982,2.15293771258591,2.59533938607863,0.724771088436674,-1.38631763561073,-1.91978554362065,-0.705052262803133,1.76752333106134,1.3922441874259,1.30983428250956,0.788431927971306,0.00370097312973889,-0.780502218951469,-1.30073683528975,2.22239639407079
"29",-0.960936563946951,1.40870703868628,-0.572025631935561,1.12851482349522,1.76024379126472,-0.234328939925761,1.81255609016821,2.19260197876512,2.5538223937335,0.647316291267407,-1.3231082302332,-1.37468498416328,-0.701620649271081,1.70106600404657,1.39792566256326,1.28503470776383,0.710054312382246,-0.119169176485378,-0.903428890501855,-1.35999634431414,2.25941441720496
"30",-0.904685626290125,1.47988113232108,-0.488495183250419,1.19872613649549,1.54271290370714,-0.254600862560193,2.44627750671005,0.948085265793988,2.49758372580632,0.741652918939681,-1.37403576247263,-0.925404324863331,-0.695588160231208,1.6422803220219,1.40294510870763,1.25780029042789,0.628656869770108,-0.241104210070898,-1.01558608331351,-1.39596254618416,2.30716454480432
"31",-0.859681990834693,1.489586690544,-0.451308081127378,1.16535372998156,1.17307720354894,-0.224192978608545,0.634898844147355,-0.290821798121774,2.49450566872479,0.603731022961548,-1.38374894263749,-1.32982790865941,-0.673638194457452,1.5813611055917,1.40730013687449,1.22818287276306,0.544588156480517,-0.361176128394852,-1.11564054854641,-1.4080200492141,2.23106801698783
"32",-0.864335832187056,1.489586690544,-0.477453276827519,0.991323721392309,0.997372050406711,-0.214057017291329,-0.937749744914015,-0.522196684167136,2.4546271948169,0.672352775973747,-1.38808717965896,-1.46779848442173,-0.684407821820416,1.55400981569865,1.41098867430629,1.1962388332072,0.458208167650246,-0.478471111657385,-1.20240290639919,-1.39596254618416,2.20159429611771
