"Time","SSE","SST","Rsqu","Value"
"2019-09-16 12:33:00",0.0613258185892041,0.994495226218733,0.938334728038487,10.0197553989225
"2019-09-16 12:38:00",0.0613258185892041,0.994495226218733,0.938334728038487,10.1585534672096
"2019-09-16 12:43:00",0.0613258185892041,0.994495226218733,0.938334728038487,10.0811390690188
"2019-09-16 12:48:00",0.0613258185892041,0.994495226218733,0.938334728038487,9.89283949806678
"2019-09-16 12:53:00",0.0613258185892041,0.994495226218733,0.938334728038487,9.78945066722132
"2019-09-16 12:58:00",0.0613258185892041,0.994495226218733,0.938334728038487,9.64741201258296
"2019-09-16 13:03:00",0.0613258185892041,0.994495226218733,0.938334728038487,9.87825273515688
"2019-09-16 13:08:00",0.0613258185892041,0.994495226218733,0.938334728038487,10.048620584419
"2019-09-16 13:13:00",0.0613258185892041,0.994495226218733,0.938334728038487,9.76846520651004
"2019-09-16 13:18:00",0.0613258185892041,0.994495226218733,0.938334728038487,10.0240610207783
"2019-09-16 12:38:00",0.0605173978478434,0.994747248508103,0.939163040723555,10.1648719787088
"2019-09-16 12:43:00",0.0605173978478434,0.994747248508103,0.939163040723555,10.0890548213873
"2019-09-16 12:48:00",0.0605173978478434,0.994747248508103,0.939163040723555,9.89861795361576
"2019-09-16 12:53:00",0.0605173978478434,0.994747248508103,0.939163040723555,9.79576703954697
"2019-09-16 12:58:00",0.0605173978478434,0.994747248508103,0.939163040723555,9.65367283714883
"2019-09-16 13:03:00",0.0605173978478434,0.994747248508103,0.939163040723555,9.88490763792034
"2019-09-16 13:08:00",0.0605173978478434,0.994747248508103,0.939163040723555,10.0549707983738
"2019-09-16 13:13:00",0.0605173978478434,0.994747248508103,0.939163040723555,9.77368460364992
"2019-09-16 13:18:00",0.0605173978478434,0.994747248508103,0.939163040723555,10.0313019851725
"2019-09-16 13:23:00",0.0605173978478434,0.994747248508103,0.939163040723555,9.81467104885452
